plant,insect
"Vaccinium corymbosum","Lasioglossum macoupinense"
"Vaccinium corymbosum","Lasioglossum nigroviride"
"Vaccinium corymbosum","Lasioglossum pilosum"
"Vaccinium corymbosum","Lasioglossum planatum"
"Vaccinium corymbosum","Lasioglossum quebecense"
"Vaccinium corymbosum","Lasioglossum sexnotatum"
"Vaccinium corymbosum","Lasioglossum subviridatum"
"Vaccinium corymbosum","Lasioglossum truncatum"
"Vaccinium corymbosum","Lasioglossum versans"
"Vaccinium corymbosum","Lasioglossum versatum"
"Vaccinium corymbosum","Lasioglossum.sp1"
"Vaccinium corymbosum","Lasioglossum_acuminatum"
"Vaccinium corymbosum","Lasioglossum_fuscipenne"
"Vaccinium corymbosum","Lasioglossum_leucocomum"
"Vaccinium corymbosum","Lasioglossum_oblongum"
"Vaccinium corymbosum","Lasioglossum_pilosum"
"Vaccinium corymbosum","Lasioglossum_versatum"
"Vaccinium corymbosum","Lasioglossum_weemsi"
"Vaccinium corymbosum","Lasioglossum_zephyrum"
"Vaccinium corymbosum","Merodon equestris"
"Vaccinium corymbosum","Muscidae"
"Vaccinium corymbosum","Myathropa florea"
"Vaccinium corymbosum","Nomada composita"
"Vaccinium corymbosum","Nomada cuneata"
"Vaccinium corymbosum","Nomada depressa"
"Vaccinium corymbosum","Nomada luteola"
"Vaccinium corymbosum","Nomada pygmaea"
"Vaccinium corymbosum","Nomada_luteola"
"Vaccinium corymbosum","Ornidia obessa"
"Vaccinium corymbosum","Osmia albiventris"
"Vaccinium corymbosum","Osmia bicornis"
"Vaccinium corymbosum","Osmia bucephala"
"Vaccinium corymbosum","Osmia cornifrons"
"Vaccinium corymbosum","Osmia inermis"
"Vaccinium corymbosum","Osmia_pumila"
"Vaccinium corymbosum","Phoebis neocypris"
"Vaccinium corymbosum","Platycheirus peltatus"
"Vaccinium corymbosum","Rhingia campestris"
"Vaccinium corymbosum","Sarcophagidae"
"Vaccinium corymbosum","Scaeva selenitica"
"Vaccinium corymbosum","Sciaridae sp"
"Vaccinium corymbosum","Sphecodes cressoni"
"Vaccinium corymbosum","Sphecodes ranunculi"
"Vaccinium corymbosum","Sphecodes_aroniae"
"Vaccinium corymbosum","Sphecodes_stygius"
"Vaccinium corymbosum","Syrphidae sp1"
"Vaccinium corymbosum","Syrphidae sp2"
"Vaccinium corymbosum","Syrphidae sp3"
"Vaccinium corymbosum","Syrphidae sp4"
"Vaccinium corymbosum","Syrphus ribesii"
"Vaccinium corymbosum","Syrphus ribessi"
"Vaccinium corymbosum","Syrphus torvus"
"Vaccinium corymbosum","Syrphus vitripennis"
"Vaccinium corymbosum","Tipulidae"
"Vaccinium corymbosum","Toxomerus sp1"
"Vaccinium corymbosum","Toxomerus sp2"
"Vaccinium corymbosum","Typhedanus undulatus"
"Vaccinium corymbosum","Vanessa braziliensis"
"Vaccinium corymbosum","Vanessa carye"
"Vaccinium corymbosum","Vespidae sp1"
"Vaccinium corymbosum","Vespidae sp2"
"Vaccinium corymbosum","Vespidae sp3"
"Vaccinium corymbosum","Xylocopa augusti"
"Vaccinium corymbosum","Xylocopa ciliata"
"Vaccinium corymbosum","Xylocopa macrops"
"Vaccinium corymbosum","Xylocopa splendidula"
"Vaccinium corymbosum","Xylocopa virginica"
"Vaccinium corymbosum","Xylocopa_virginica"
"Vaccinium macrocarpon","14 bees other than apidae"
"Vaccinium macrocarpon","27 bees other than apidae"
"Vaccinium macrocarpon","Agapostemon sericeus"
"Vaccinium macrocarpon","Agapostemon texanus"
"Vaccinium macrocarpon","Agapostemon_splendens"
"Vaccinium macrocarpon","Andrena carlini"
"Vaccinium macrocarpon","Andrena carolina"
"Vaccinium macrocarpon","Andrena crataegi"
"Vaccinium macrocarpon","Andrena cressonii"
"Vaccinium macrocarpon","Andrena nivalis"
"Vaccinium macrocarpon","Andrena nuda"
"Vaccinium macrocarpon","Andrena vicina"
"Vaccinium macrocarpon","Andrena_cressonii"
"Vaccinium macrocarpon","Andrena_imitatrix"
"Vaccinium macrocarpon","Andrena_morrisonella"
"Vaccinium macrocarpon","Andrena_spiraeana"
"Vaccinium macrocarpon","Andrena_vicina"
"Vaccinium macrocarpon","Apis mellifera"
"Vaccinium macrocarpon","Augochlora_pura"
"Vaccinium macrocarpon","Augochlorella striata"
"Vaccinium macrocarpon","Augochlorella_aurata"
"Vaccinium macrocarpon","Augochloropsis_metallica"
"Vaccinium macrocarpon","Augochloropsis_sumptuosa"
"Vaccinium macrocarpon","Auguchloropsis metallica"
"Vaccinium macrocarpon","Bombus affinis"
"Vaccinium macrocarpon","Bombus bimaculatus"
"Vaccinium macrocarpon","Bombus griseollis"
"Vaccinium macrocarpon","Bombus impatiens"
"Vaccinium macrocarpon","Bombus perplexus"
"Vaccinium macrocarpon","Bombus rufocinctus"
"Vaccinium macrocarpon","Bombus terricola"
"Vaccinium macrocarpon","Bombus vagans vagans"
"Vaccinium macrocarpon","Bombus_bimaculatus"
"Vaccinium macrocarpon","Bombus_citrinus"
"Vaccinium macrocarpon","Bombus_griseocollis"
"Vaccinium macrocarpon","Bombus_impatiens"
"Vaccinium macrocarpon","Bombus_perplexus"
"Vaccinium macrocarpon","Bombus_sandersoni"
"Vaccinium macrocarpon","Bombus_vagans"
"Vaccinium macrocarpon","Ceratina dupla/calcarata"
"Vaccinium macrocarpon","Ceratina_calcarata"
"Vaccinium macrocarpon","Coelioxys_immaculata"
"Vaccinium macrocarpon","Coelioxys_porterae"
"Vaccinium macrocarpon","Coelioxys_sayi"
"Vaccinium macrocarpon","Colletes_consors"
"Vaccinium macrocarpon","Dialictus admirandus"
"Vaccinium macrocarpon","Dialictus lineatulus"
"Vaccinium macrocarpon","Dialictus marinus"
"Vaccinium macrocarpon","Dialictus pilosus"
"Vaccinium macrocarpon","Dialictus rohweri"
"Vaccinium macrocarpon","Dialictus sp. 1"
"Vaccinium macrocarpon","Dialictus sp. C"
"Vaccinium macrocarpon","Evylaeus cinctipes"
"Vaccinium macrocarpon","Halictus confusus"
"Vaccinium macrocarpon","Halictus rubicundus"
"Vaccinium macrocarpon","Halictus_rubicundus"
"Vaccinium macrocarpon","Heriades_carinatus"
"Vaccinium macrocarpon","Hoplitis_truncata"
"Vaccinium macrocarpon","Lasioglossum acuminatum"
"Vaccinium macrocarpon","Lasioglossum athabascense"
"Vaccinium macrocarpon","Lasioglossum coriaceum"
"Vaccinium macrocarpon","Lasioglossum_apopkense"
"Vaccinium macrocarpon","Lasioglossum_coeruleum"
"Vaccinium macrocarpon","Lasioglossum_creberrimum"
"Vaccinium macrocarpon","Lasioglossum_fuscipenne"
"Vaccinium macrocarpon","Lasioglossum_georgeickworti"
"Vaccinium macrocarpon","Lasioglossum_lineatulum"
"Vaccinium macrocarpon","Lasioglossum_oblongum"
"Vaccinium macrocarpon","Lasioglossum_pilosum"
"Vaccinium macrocarpon","Lasioglossum_planatum"
"Vaccinium macrocarpon","Lasioglossum_subviridatum"
"Vaccinium macrocarpon","Lasioglossum_trigeminum"
"Vaccinium macrocarpon","Lasioglossum_versatum"
"Vaccinium macrocarpon","Megachile frigida"
"Vaccinium macrocarpon","Megachile gemula"
"Vaccinium macrocarpon","Megachile texana"
"Vaccinium macrocarpon","Megachile_addenda"
"Vaccinium macrocarpon","Megachile_gemula"
"Vaccinium macrocarpon","Megachile_mendica"
"Vaccinium macrocarpon","Megachile_texana"
"Vaccinium macrocarpon","Melitta near americana"
"Vaccinium macrocarpon","Melitta_americana"
"Vaccinium macrocarpon","Nomada_bella_lepida"
"Vaccinium macrocarpon","Nomada_pygmaea"
"Vaccinium macrocarpon","Nomada_rodecki"
"Vaccinium macrocarpon","Osmia atriventris"
"Vaccinium macrocarpon","Osmia_inspergens"
"Vaccinium macrocarpon","Osmia_pumila"
"Vaccinium macrocarpon","Osmia_virga"
"Vaccinium macrocarpon","Panurginus_atramontensis"
"Vaccinium macrocarpon","Sphecodes minor"
"Vaccinium macrocarpon","Sphecodes_aroniae"
"Vaccinium macrocarpon","Sphecodes_fattigi"
"Vaccinium macrocarpon","Xylocopa virginica"
"Vaccinium macrocarpon","Xylocopa_virginica"
"Vaccinium meridionale","Apis_mellifera"
"Vaccinium meridionale","Bombus.atratus"
"Vaccinium meridionale","Bombus.hortulanus"
"Vaccinium meridionale","Bombus.melaleucus"
"Vaccinium meridionale","Bombus_hortulanus"
"Vaccinium meridionale","Diptera"
"Vaccinium meridionale","Halictidae"
"Vaccinium meridionale","Hymenoptera.(wasps)"
"Vaccinium meridionale","Lepidoptera"
"Vaccinium meridionale","Thygater"
"Vicia faba","Andrena bicolor"
"Vicia faba","Andrena bucephala"
"Vicia faba","Andrena carantonica"
"Vicia faba","Andrena chrysosceles"
"Vicia faba","Andrena cineraria"
"Vicia faba","Andrena dorsata"
"Vicia faba","Andrena flavipes"
"Vicia faba","Andrena haemorrhoa"
"Vicia faba","Andrena minutula"
"Vicia faba","Andrena minutuloides"
"Vicia faba","Andrena nigroaenea"
"Vicia faba","Andrena nitida"
"Vicia faba","Andrena semilaevis"
"Vicia faba","Andrena subopaca"
"Vicia faba","Andrena wilkella"
"Vicia faba","Andrena_cineraria"
"Vicia faba","Andrena_labialis"
"Vicia faba","Andrena_wilkella"
"Vicia faba","Apis mellifera"
"Vicia faba","Apis_mellifera"
"Vicia faba","Bombus barbutellus"
"Vicia faba","Bombus bohemicus"
"Vicia faba","Bombus campestris"
"Vicia faba","Bombus hortorum"
"Vicia faba","Bombus humilis"
"Vicia faba","Bombus hypnorum"
"Vicia faba","Bombus lapidarius"
"Vicia faba","Bombus lucorum"
"Vicia faba","Bombus lucorum agg"
"Vicia faba","Bombus pascuorum"
"Vicia faba","Bombus pratorum"
"Vicia faba","Bombus ruderarius"
"Vicia faba","Bombus rupestris"
"Vicia faba","Bombus sp"
"Vicia faba","Bombus spp. unknown or unidentified"
"Vicia faba","Bombus subterraneus"
"Vicia faba","Bombus sylvarum"
"Vicia faba","Bombus sylvestris"
"Vicia faba","Bombus terrestris"
"Vicia faba","Bombus terrestris or lucorum"
"Vicia faba","Bombus terrestris/lucorum"
"Vicia faba","Bombus vestalis"
"Vicia faba","Bombus_hortorum"
"Vicia faba","Bombus_lapidarius"
"Vicia faba","Bombus_lucorum"
"Vicia faba","Bombus_lucorum/terrestris"
"Vicia faba","Bombus_pascuorum"
"Vicia faba","Bombus_pratorum"
"Vicia faba","Brachycera (inc cyclorrhapha in OSR)"
"Vicia faba","Coleoptera unknown or unidentified"
"Vicia faba","Crane flies"
"Vicia faba","Cyclorrhapha"
"Vicia faba","Diptera unknown or unidentified"
"Vicia faba","Episyrphus balteatus"
"Vicia faba","Eristalinus sepulchralis"
"Vicia faba","Eristalis tenax"
"Vicia faba","Eupeodes latifasciatus"
"Vicia faba","Eupeodes luniger"
"Vicia faba","Flesh flies"
"Vicia faba","Ground beetle"
"Vicia faba","Halictus rubicundus"
"Vicia faba","Hoverfly unknown or unidentified"
"Vicia faba","Ladybirds"
"Vicia faba","Lasioglossum albipes"
"Vicia faba","Lasioglossum calceatum"
"Vicia faba","Lasioglossum lativentre"
"Vicia faba","Lasioglossum leucopus"
"Vicia faba","Lasioglossum leucozonium"
"Vicia faba","Lasioglossum malachurum"
"Vicia faba","Lasioglossum minutissimum"
"Vicia faba","Lasioglossum parvulum"
"Vicia faba","Lasioglossum villosulum"
"Vicia faba","Lasioglossum xanthopus"
"Vicia faba","Lepidoptera"
"Vicia faba","Merodon equestris"
"Vicia faba","Mirid Bug"
"Vicia faba","Muscidae sp1"
"Vicia faba","Nematocera"
"Vicia faba","Nomada flavoguttata"
"Vicia faba","Nomada ruficornis"
"Vicia faba","Nomada striata"
"Vicia faba","Odonata spp."
"Vicia faba","Osmia bicolor"
"Vicia faba","Other Coleoptera (>3mm)"
"Vicia faba","Other Diptera (>3mm)"
"Vicia faba","Other Hemiptera (>3mm)"
"Vicia faba","Parasitoids"
"Vicia faba","Parhelophilus frutetorum"
"Vicia faba","Platycheirus sp."
"Vicia faba","Platycheirus tarsalis"
"Vicia faba","Pollen beetle"
"Vicia faba","Rhingia campestris"
"Vicia faba","Rove beetle"
"Vicia faba","Saw flies"
"Vicia faba","Solitary bee unknown or unidentified"
"Vicia faba","Solitary_bees"
"Vicia faba","Sphecodes ephippius"
"Vicia faba","Unknown cuckoo bee"
"Vicia faba","Weevil"
"Vicia faba","bombus"
"Vicia faba","diptera"
"Vicia faba","honeybee"
"Vicia faba","syrphids"
